Model,Parameters,test_acc,train_acc,test_bal_acc,train_bal_acc,test_f1_macro,train_f1_macro,test_f1_weighted,train_f1_weighted,test_prec_macro,train_prec_macro,test_rec_macro,train_rec_macro,test_specificity_weighted,train_specificity_weighted,test_g_mean,train_g_mean
DecisionTreeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced,0.6524,0.7720,0.5749,0.7006,0.5705,0.7131,0.6238,0.7502,0.6118,0.7971,0.5749,0.7006,0.4975,0.6293,0.5348,0.6640
DecisionTreeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE,0.5769,0.7115,0.5891,0.7247,0.5658,0.7017,0.5817,0.7151,0.5864,0.7142,0.5891,0.7247,0.6012,0.7379,0.5949,0.7312
DecisionTreeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler,0.5630,0.7174,0.5549,0.7185,0.5392,0.6979,0.5620,0.7134,0.5643,0.7341,0.5549,0.7185,0.5468,0.7196,0.5505,0.7186
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced,0.6524,0.7720,0.5749,0.7006,0.5705,0.7131,0.6238,0.7502,0.6118,0.7971,0.5749,0.7006,0.4975,0.6293,0.5348,0.6640
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE,0.5577,0.7091,0.5593,0.7131,0.5429,0.6948,0.5626,0.7116,0.5570,0.7045,0.5593,0.7131,0.5609,0.7171,0.5599,0.7149
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler,0.5630,0.7174,0.5549,0.7185,0.5392,0.6979,0.5620,0.7134,0.5643,0.7341,0.5549,0.7185,0.5468,0.7196,0.5505,0.7186
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced,0.6524,0.7720,0.5749,0.7006,0.5705,0.7131,0.6238,0.7502,0.6118,0.7971,0.5749,0.7006,0.4975,0.6293,0.5348,0.6640
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE,0.5536,0.7157,0.5622,0.7338,0.5414,0.7079,0.5580,0.7189,0.5594,0.7248,0.5622,0.7338,0.5708,0.7519,0.5663,0.7426
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler,0.5630,0.7174,0.5549,0.7185,0.5392,0.6979,0.5620,0.7134,0.5643,0.7341,0.5549,0.7185,0.5468,0.7196,0.5505,0.7186
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced,0.6524,0.7720,0.5749,0.7006,0.5705,0.7131,0.6238,0.7502,0.6118,0.7971,0.5749,0.7006,0.4975,0.6293,0.5348,0.6640
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE,0.5769,0.7115,0.5891,0.7247,0.5658,0.7017,0.5817,0.7151,0.5864,0.7142,0.5891,0.7247,0.6012,0.7379,0.5949,0.7312
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler,0.5630,0.7174,0.5549,0.7185,0.5392,0.6979,0.5620,0.7134,0.5643,0.7341,0.5549,0.7185,0.5468,0.7196,0.5505,0.7186
DecisionTreeClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.7115,0.8207,0.5249,0.6725,0.5167,0.6983,0.6716,0.7953,0.5531,0.8174,0.5249,0.6725,0.3382,0.5242,0.4211,0.5935
DecisionTreeClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.5987,0.7157,0.5319,0.6890,0.5168,0.6602,0.6129,0.7270,0.5288,0.6653,0.5319,0.6890,0.4650,0.6623,0.4964,0.6750
DecisionTreeClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.5593,0.7204,0.4873,0.7010,0.4651,0.6659,0.5669,0.7278,0.4893,0.6823,0.4873,0.7010,0.4152,0.6815,0.4473,0.6901
DecisionTreeClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.7115,0.8207,0.5249,0.6725,0.5167,0.6983,0.6716,0.7953,0.5531,0.8174,0.5249,0.6725,0.3382,0.5242,0.4211,0.5935
DecisionTreeClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.5481,0.6893,0.4946,0.6868,0.4777,0.6439,0.5704,0.7044,0.4965,0.6534,0.4946,0.6868,0.4410,0.6844,0.4661,0.6851
DecisionTreeClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.5593,0.7204,0.4873,0.7010,0.4651,0.6659,0.5669,0.7278,0.4893,0.6823,0.4873,0.7010,0.4152,0.6815,0.4473,0.6901
DecisionTreeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.7115,0.8207,0.5249,0.6725,0.5167,0.6983,0.6716,0.7953,0.5531,0.8174,0.5249,0.6725,0.3382,0.5242,0.4211,0.5935
DecisionTreeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.5356,0.6909,0.5068,0.6823,0.4836,0.6440,0.5627,0.7077,0.5072,0.6480,0.5068,0.6823,0.4780,0.6737,0.4918,0.6778
DecisionTreeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.5593,0.7204,0.4873,0.7010,0.4651,0.6659,0.5669,0.7278,0.4893,0.6823,0.4873,0.7010,0.4152,0.6815,0.4473,0.6901
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced,0.7115,0.8207,0.5249,0.6725,0.5167,0.6983,0.6716,0.7953,0.5531,0.8174,0.5249,0.6725,0.3382,0.5242,0.4211,0.5935
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE,0.5987,0.7157,0.5319,0.6890,0.5168,0.6602,0.6129,0.7270,0.5288,0.6653,0.5319,0.6890,0.4650,0.6623,0.4964,0.6750
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler,0.5593,0.7204,0.4873,0.7010,0.4651,0.6659,0.5669,0.7278,0.4893,0.6823,0.4873,0.7010,0.4152,0.6815,0.4473,0.6901
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.7115,0.8207,0.5249,0.6725,0.5167,0.6983,0.6716,0.7953,0.5531,0.8174,0.5249,0.6725,0.3382,0.5242,0.4211,0.5935
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.5481,0.6893,0.4946,0.6868,0.4777,0.6439,0.5704,0.7044,0.4965,0.6534,0.4946,0.6868,0.4410,0.6844,0.4661,0.6851
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler,0.5593,0.7204,0.4873,0.7010,0.4651,0.6659,0.5669,0.7278,0.4893,0.6823,0.4873,0.7010,0.4152,0.6815,0.4473,0.6901
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced,0.7115,0.8207,0.5249,0.6725,0.5167,0.6983,0.6716,0.7953,0.5531,0.8174,0.5249,0.6725,0.3382,0.5242,0.4211,0.5935
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE,0.5356,0.6909,0.5068,0.6823,0.4836,0.6440,0.5627,0.7077,0.5072,0.6480,0.5068,0.6823,0.4780,0.6737,0.4918,0.6778
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler,0.5593,0.7204,0.4873,0.7010,0.4651,0.6659,0.5669,0.7278,0.4893,0.6823,0.4873,0.7010,0.4152,0.6815,0.4473,0.6901
DecisionTreeClassifier,3 Classes / Normal / No Scaler / Unbalanced / Feature Selection,0.4300,0.5941,0.4047,0.5736,0.3965,0.5743,0.4174,0.5855,0.4111,0.6188,0.4047,0.5736,0.6894,0.7718,0.5278,0.6653
DecisionTreeClassifier,3 Classes / Normal / StandardScaler / Unbalanced / Feature Selection,0.4300,0.5941,0.4047,0.5736,0.3965,0.5743,0.4174,0.5855,0.4111,0.6188,0.4047,0.5736,0.6894,0.7718,0.5278,0.6653
DecisionTreeClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.4300,0.5941,0.4047,0.5736,0.3965,0.5743,0.4174,0.5855,0.4111,0.6188,0.4047,0.5736,0.6894,0.7718,0.5278,0.6653
DecisionTreeClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.4300,0.5941,0.4047,0.5736,0.3965,0.5743,0.4174,0.5855,0.4111,0.6188,0.4047,0.5736,0.6894,0.7718,0.5278,0.6653
DecisionTreeClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.4300,0.5941,0.4047,0.5736,0.3965,0.5743,0.4174,0.5855,0.4111,0.6188,0.4047,0.5736,0.6894,0.7718,0.5278,0.6653
DecisionTreeClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.4300,0.5941,0.4047,0.5736,0.3965,0.5743,0.4174,0.5855,0.4111,0.6188,0.4047,0.5736,0.6894,0.7718,0.5278,0.6653
DecisionTreeClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced / Feature Selection,0.6441,0.7486,0.5565,0.6677,0.5461,0.6726,0.6059,0.7174,0.6061,0.7819,0.5565,0.6677,0.4689,0.5869,0.5108,0.6259
DecisionTreeClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE / Feature Selection,0.5550,0.6734,0.5701,0.6979,0.5465,0.6667,0.5605,0.6770,0.5672,0.6888,0.5701,0.6979,0.5852,0.7224,0.5775,0.7099
DecisionTreeClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler / Feature Selection,0.5699,0.7016,0.5766,0.7156,0.5550,0.6885,0.5732,0.7002,0.5738,0.7187,0.5766,0.7156,0.5833,0.7296,0.5797,0.7222
DecisionTreeClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced / Feature Selection,0.6441,0.7486,0.5565,0.6677,0.5461,0.6726,0.6059,0.7174,0.6061,0.7819,0.5565,0.6677,0.4689,0.5869,0.5108,0.6259
DecisionTreeClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE / Feature Selection,0.5646,0.7119,0.5760,0.7312,0.5540,0.7049,0.5692,0.7166,0.5736,0.7163,0.5760,0.7312,0.5874,0.7506,0.5815,0.7408
DecisionTreeClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.5699,0.7016,0.5766,0.7156,0.5550,0.6885,0.5732,0.7002,0.5738,0.7187,0.5766,0.7156,0.5833,0.7296,0.5797,0.7222
DecisionTreeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.6455,0.7486,0.5584,0.6677,0.5489,0.6726,0.6081,0.7174,0.6087,0.7819,0.5584,0.6677,0.4714,0.5869,0.5131,0.6259
DecisionTreeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE / Feature Selection,0.5894,0.7005,0.6013,0.7198,0.5775,0.6911,0.5926,0.7029,0.5992,0.7118,0.6013,0.7198,0.6133,0.7391,0.6070,0.7292
DecisionTreeClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.5699,0.7016,0.5766,0.7156,0.5550,0.6885,0.5732,0.7002,0.5738,0.7187,0.5766,0.7156,0.5833,0.7296,0.5797,0.7222
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.6441,0.7486,0.5565,0.6677,0.5461,0.6726,0.6059,0.7174,0.6061,0.7819,0.5565,0.6677,0.4689,0.5869,0.5108,0.6259
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.5550,0.6734,0.5701,0.6979,0.5465,0.6667,0.5605,0.6770,0.5672,0.6888,0.5701,0.6979,0.5852,0.7224,0.5775,0.7099
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.5699,0.7016,0.5766,0.7156,0.5550,0.6885,0.5732,0.7002,0.5738,0.7187,0.5766,0.7156,0.5833,0.7296,0.5797,0.7222
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.6441,0.7486,0.5565,0.6677,0.5461,0.6726,0.6059,0.7174,0.6061,0.7819,0.5565,0.6677,0.4689,0.5869,0.5108,0.6259
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.5646,0.7119,0.5760,0.7312,0.5540,0.7049,0.5692,0.7166,0.5736,0.7163,0.5760,0.7312,0.5874,0.7506,0.5815,0.7408
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.5699,0.7016,0.5766,0.7156,0.5550,0.6885,0.5732,0.7002,0.5738,0.7187,0.5766,0.7156,0.5833,0.7296,0.5797,0.7222
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.6455,0.7486,0.5584,0.6677,0.5489,0.6726,0.6081,0.7174,0.6087,0.7819,0.5584,0.6677,0.4714,0.5869,0.5131,0.6259
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.5894,0.7005,0.6013,0.7198,0.5775,0.6911,0.5926,0.7029,0.5992,0.7118,0.6013,0.7198,0.6133,0.7391,0.6070,0.7292
DecisionTreeClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.5699,0.7016,0.5766,0.7156,0.5550,0.6885,0.5732,0.7002,0.5738,0.7187,0.5766,0.7156,0.5833,0.7296,0.5797,0.7222
DecisionTreeClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced / Feature Selection,0.7171,0.8152,0.5230,0.6581,0.5118,0.6826,0.6718,0.7862,0.5501,0.8086,0.5230,0.6581,0.3288,0.5009,0.4146,0.5740
DecisionTreeClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE / Feature Selection,0.6331,0.7157,0.5231,0.6363,0.5050,0.6167,0.6259,0.7094,0.5176,0.6466,0.5231,0.6363,0.4130,0.5569,0.4622,0.5930
DecisionTreeClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler / Feature Selection,0.5673,0.7009,0.5353,0.7081,0.5050,0.6584,0.5862,0.7150,0.5281,0.6778,0.5353,0.7081,0.5033,0.7152,0.5177,0.7108
DecisionTreeClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced / Feature Selection,0.7171,0.8152,0.5230,0.6581,0.5118,0.6826,0.6718,0.7862,0.5501,0.8086,0.5230,0.6581,0.3288,0.5009,0.4146,0.5740
DecisionTreeClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE / Feature Selection,0.5149,0.6323,0.4986,0.6532,0.4544,0.5907,0.5306,0.6465,0.5015,0.6453,0.4986,0.6532,0.4823,0.6741,0.4877,0.6618
DecisionTreeClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler / Feature Selection,0.5673,0.7009,0.5353,0.7081,0.5050,0.6584,0.5862,0.7150,0.5281,0.6778,0.5353,0.7081,0.5033,0.7152,0.5177,0.7108
DecisionTreeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced / Feature Selection,0.7157,0.8152,0.5220,0.6581,0.5110,0.6826,0.6709,0.7862,0.5478,0.8086,0.5220,0.6581,0.3284,0.5009,0.4140,0.5740
DecisionTreeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE / Feature Selection,0.5631,0.6443,0.5344,0.6378,0.5046,0.5933,0.5817,0.6599,0.5313,0.6138,0.5344,0.6378,0.5058,0.6313,0.5188,0.6335
DecisionTreeClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler / Feature Selection,0.5673,0.7009,0.5353,0.7081,0.5050,0.6584,0.5862,0.7150,0.5281,0.6778,0.5353,0.7081,0.5033,0.7152,0.5177,0.7108
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced / Feature Selection,0.7171,0.8152,0.5230,0.6581,0.5118,0.6826,0.6718,0.7862,0.5501,0.8086,0.5230,0.6581,0.3288,0.5009,0.4146,0.5740
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE / Feature Selection,0.6331,0.7157,0.5231,0.6363,0.5050,0.6167,0.6259,0.7094,0.5176,0.6466,0.5231,0.6363,0.4130,0.5569,0.4622,0.5930
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler / Feature Selection,0.5673,0.7009,0.5353,0.7081,0.5050,0.6584,0.5862,0.7150,0.5281,0.6778,0.5353,0.7081,0.5033,0.7152,0.5177,0.7108
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced / Feature Selection,0.7171,0.8152,0.5230,0.6581,0.5118,0.6826,0.6718,0.7862,0.5501,0.8086,0.5230,0.6581,0.3288,0.5009,0.4146,0.5740
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE / Feature Selection,0.5149,0.6323,0.4986,0.6532,0.4544,0.5907,0.5306,0.6465,0.5015,0.6453,0.4986,0.6532,0.4823,0.6741,0.4877,0.6618
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / RandomOverSampler / Feature Selection,0.5673,0.7009,0.5353,0.7081,0.5050,0.6584,0.5862,0.7150,0.5281,0.6778,0.5353,0.7081,0.5033,0.7152,0.5177,0.7108
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / Unbalanced / Feature Selection,0.7157,0.8152,0.5220,0.6581,0.5110,0.6826,0.6709,0.7862,0.5478,0.8086,0.5220,0.6581,0.3284,0.5009,0.4140,0.5740
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / SMOTE / Feature Selection,0.5631,0.6443,0.5344,0.6378,0.5046,0.5933,0.5817,0.6599,0.5313,0.6138,0.5344,0.6378,0.5058,0.6313,0.5188,0.6335
DecisionTreeClassifier,2 Classes S vs IW / Feature Engineering / MinMaxScaler / RandomOverSampler / Feature Selection,0.5673,0.7009,0.5353,0.7081,0.5050,0.6584,0.5862,0.7150,0.5281,0.6778,0.5353,0.7081,0.5033,0.7152,0.5177,0.7108
RandomForestClassifier,3 Classes / Normal / No Scaler / Unbalanced,0.4506,0.6834,0.3996,0.6362,0.3553,0.6340,0.3956,0.6583,0.4401,0.7769,0.3996,0.6362,0.6673,0.8038,0.5163,0.7151
RandomForestClassifier,3 Classes / Normal / StandardScaler / Unbalanced,0.4492,0.6827,0.3982,0.6356,0.3537,0.6333,0.3940,0.6576,0.4389,0.7765,0.3982,0.6356,0.6664,0.8034,0.5150,0.7146
RandomForestClassifier,3 Classes / Normal / MinMaxScaler / Unbalanced,0.4492,0.6837,0.3984,0.6366,0.3541,0.6346,0.3943,0.6588,0.4392,0.7771,0.3984,0.6366,0.6664,0.8041,0.5151,0.7154
RandomForestClassifier,3 Classes / Feature Engineering / No Scaler / Unbalanced,0.4506,0.6834,0.3996,0.6362,0.3553,0.6340,0.3956,0.6583,0.4401,0.7769,0.3996,0.6362,0.6673,0.8038,0.5163,0.7151
RandomForestClassifier,3 Classes / Feature Engineering / StandardScaler / Unbalanced,0.4492,0.6827,0.3982,0.6356,0.3537,0.6333,0.3940,0.6576,0.4389,0.7765,0.3982,0.6356,0.6664,0.8034,0.5150,0.7146
RandomForestClassifier,3 Classes / Feature Engineering / MinMaxScaler / Unbalanced,0.4492,0.6837,0.3984,0.6366,0.3541,0.6346,0.3943,0.6588,0.4392,0.7771,0.3984,0.6366,0.6664,0.8041,0.5151,0.7154
RandomForestClassifier,2 Classes IS vs W / Normal / No Scaler / Unbalanced,0.6744,0.7524,0.5682,0.6611,0.5435,0.6656,0.6132,0.7142,0.6663,0.8183,0.5682,0.6611,0.4619,0.5697,0.5123,0.6137
RandomForestClassifier,2 Classes IS vs W / Normal / No Scaler / SMOTE,0.6263,0.8170,0.6060,0.8173,0.6019,0.8065,0.6293,0.8193,0.6050,0.8012,0.6060,0.8173,0.5857,0.8175,0.5957,0.8174
RandomForestClassifier,2 Classes IS vs W / Normal / No Scaler / RandomOverSampler,0.6167,0.8369,0.6037,0.8458,0.5948,0.8292,0.6192,0.8394,0.6044,0.8256,0.6037,0.8458,0.5907,0.8546,0.5970,0.8502
RandomForestClassifier,2 Classes IS vs W / Normal / StandardScaler / Unbalanced,0.6744,0.7524,0.5690,0.6611,0.5452,0.6656,0.6143,0.7143,0.6656,0.8183,0.5690,0.6611,0.4636,0.5697,0.5136,0.6137
RandomForestClassifier,2 Classes IS vs W / Normal / StandardScaler / SMOTE,0.6264,0.8043,0.6163,0.8121,0.6084,0.7956,0.6316,0.8076,0.6117,0.7913,0.6163,0.8121,0.6062,0.8199,0.6112,0.8160
RandomForestClassifier,2 Classes IS vs W / Normal / StandardScaler / RandomOverSampler,0.6126,0.8369,0.5996,0.8458,0.5907,0.8292,0.6153,0.8394,0.5998,0.8256,0.5996,0.8458,0.5867,0.8546,0.5930,0.8502
RandomForestClassifier,2 Classes IS vs W / Normal / MinMaxScaler / Unbalanced,0.6744,0.7524,0.5682,0.6611,0.5435,0.6656,0.6132,0.7142,0.6681,0.8183,0.5682,0.6611,0.4619,0.5697,0.5123,0.6137
RandomForestClassifier,2 Classes IS vs W / Normal / MinMaxScaler / SMOTE,0.6016,0.8187,0.5996,0.8329,0.5868,0.8120,0.6078,0.8221,0.5940,0.8088,0.5996,0.8329,0.5977,0.8471,0.5986,0.8400
RandomForestClassifier,2 Classes IS vs W / Normal / MinMaxScaler / RandomOverSampler,0.6126,0.8372,0.5988,0.8460,0.5905,0.8295,0.6153,0.8397,0.5991,0.8259,0.5988,0.8460,0.5850,0.8548,0.5917,0.8504
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / Unbalanced,0.6744,0.7524,0.5682,0.6611,0.5435,0.6656,0.6132,0.7142,0.6663,0.8183,0.5682,0.6611,0.4619,0.5697,0.5123,0.6137
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / SMOTE,0.6263,0.8170,0.6060,0.8173,0.6019,0.8065,0.6293,0.8193,0.6050,0.8012,0.6060,0.8173,0.5857,0.8175,0.5957,0.8174
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / No Scaler / RandomOverSampler,0.6167,0.8369,0.6037,0.8458,0.5948,0.8292,0.6192,0.8394,0.6044,0.8256,0.6037,0.8458,0.5907,0.8546,0.5970,0.8502
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / Unbalanced,0.6744,0.7524,0.5690,0.6611,0.5452,0.6656,0.6143,0.7143,0.6656,0.8183,0.5690,0.6611,0.4636,0.5697,0.5136,0.6137
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / SMOTE,0.6264,0.8043,0.6163,0.8121,0.6084,0.7956,0.6316,0.8076,0.6117,0.7913,0.6163,0.8121,0.6062,0.8199,0.6112,0.8160
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / StandardScaler / RandomOverSampler,0.6126,0.8369,0.5996,0.8458,0.5907,0.8292,0.6153,0.8394,0.5998,0.8256,0.5996,0.8458,0.5867,0.8546,0.5930,0.8502
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / Unbalanced,0.6744,0.7524,0.5682,0.6611,0.5435,0.6656,0.6132,0.7142,0.6681,0.8183,0.5682,0.6611,0.4619,0.5697,0.5123,0.6137
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / SMOTE,0.6016,0.8187,0.5996,0.8329,0.5868,0.8120,0.6078,0.8221,0.5940,0.8088,0.5996,0.8329,0.5977,0.8471,0.5986,0.8400
RandomForestClassifier,2 Classes IS vs W / Feature Engineering / MinMaxScaler / RandomOverSampler,0.6126,0.8372,0.5988,0.8460,0.5905,0.8295,0.6153,0.8397,0.5991,0.8259,0.5988,0.8460,0.5850,0.8548,0.5917,0.8504
RandomForestClassifier,2 Classes S vs IW / Normal / No Scaler / Unbalanced,0.7500,0.7740,0.4982,0.5431,0.4286,0.5133,0.6452,0.6934,0.3760,0.8846,0.4982,0.5431,0.2464,0.3121,0.3503,0.4116
RandomForestClassifier,2 Classes S vs IW / Normal / No Scaler / SMOTE,0.6745,0.8650,0.5115,0.8017,0.5062,0.8124,0.6513,0.8626,0.5167,0.8277,0.5115,0.8017,0.3484,0.7383,0.4219,0.7693
RandomForestClassifier,2 Classes S vs IW / Normal / No Scaler / RandomOverSampler,0.6593,0.8987,0.5331,0.8833,0.5341,0.8694,0.6561,0.9006,0.5363,0.8605,0.5331,0.8833,0.4068,0.8678,0.4657,0.8755
RandomForestClassifier,2 Classes S vs IW / Normal / StandardScaler / Unbalanced,0.7500,0.7740,0.4982,0.5431,0.4286,0.5133,0.6452,0.6934,0.3760,0.8846,0.4982,0.5431,0.2464,0.3121,0.3503,0.4116
RandomForestClassifier,2 Classes S vs IW / Normal / StandardScaler / SMOTE,0.6511,0.8506,0.5108,0.8126,0.5088,0.8048,0.6420,0.8526,0.5113,0.7988,0.5108,0.8126,0.3705,0.7746,0.4348,0.7934
RandomForestClassifier,2 Classes S vs IW / Normal / StandardScaler / RandomOverSampler,0.6621,0.8983,0.5349,0.8830,0.5361,0.8690,0.6582,0.9003,0.5390,0.8600,0.5349,0.8830,0.4077,0.8677,0.4670,0.8753
RandomForestClassifier,2 Classes S vs IW / Normal / MinMaxScaler / Unbalanced,0.7500,0.7740,0.4982,0.5431,0.4286,0.5133,0.6452,0.6934,0.3760,0.8846,0.4982,0.5431,0.2464,0.3121,0.3503,0.4116
RandomForestClassifier,2 Classes S vs IW / Normal / MinMaxScaler / SMOTE,0.6306,0.8338,0.5195,0.8071,0.5164,0.7892,0.6344,0.8382,0.5185,0.7774,0.5195,0.8071,0.4085,0.7803,0.4601,0.7936
RandomForestClassifier,2 Classes S vs IW / Normal / MinMaxScaler / RandomOverSampler,0.6607,0.8987,0.5340,0.8833,0.5350,0.8694,0.6571,0.9006,0.5375,0.8605,0.5340,0.8833,0.4073,0.8678,0.4663,0.8755
RandomForestClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / Unbalanced,0.7500,0.7740,0.4982,0.5431,0.4286,0.5133,0.6452,0.6934,0.3760,0.8846,0.4982,0.5431,0.2464,0.3121,0.3503,0.4116
RandomForestClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / SMOTE,0.6745,0.8650,0.5115,0.8017,0.5062,0.8124,0.6513,0.8626,0.5167,0.8277,0.5115,0.8017,0.3484,0.7383,0.4219,0.7693
RandomForestClassifier,2 Classes S vs IW / Feature Engineering / No Scaler / RandomOverSampler,0.6593,0.8987,0.5331,0.8833,0.5341,0.8694,0.6561,0.9006,0.5363,0.8605,0.5331,0.8833,0.4068,0.8678,0.4657,0.8755
RandomForestClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / Unbalanced,0.7500,0.7740,0.4982,0.5431,0.4286,0.5133,0.6452,0.6934,0.3760,0.8846,0.4982,0.5431,0.2464,0.3121,0.3503,0.4116
RandomForestClassifier,2 Classes S vs IW / Feature Engineering / StandardScaler / SMOTE,0.6511,0.8506,0.5108,0.8126,0.5088,0.8048,0.6420,0.8526,0.5113,0.7988,0.5108,0.8126,0.3705,0.7746,0.4348,0.7934
